number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url,model_review_level,model_review_score,model_review_confidence,model_review_file
508,open,48,low_to_medium_candidate,geometry,geometry; ramsey theory,no,yes,N/A,results/problems/geometry/problem_508.md,https://www.erdosproblems.com/508,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_508.json
509,open,32,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_509.md,https://www.erdosproblems.com/509,medium_candidate,60,medium,archive/v1/reviews/problem_509.json
510,open,34,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_510.md,https://www.erdosproblems.com/510,medium_candidate,58,medium,archive/v1/reviews/problem_510.json
513,open,29,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_513.md,https://www.erdosproblems.com/513,medium_candidate,58,medium,archive/v1/reviews/problem_513.json
514,open,29,low_candidate,analysis,analysis,no,no,N/A,results/problems/analysis/problem_514.md,https://www.erdosproblems.com/514,medium_candidate,62,medium,archive/v1/reviews/problem_514.json
517,open,35,low_candidate,analysis,analysis,no,yes,N/A,results/problems/analysis/problem_517.md,https://www.erdosproblems.com/517,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_517.json
520,open,26,low_candidate,number theory,number theory; probability,no,yes,N/A,results/problems/number-theory/problem_520.md,https://www.erdosproblems.com/520,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_520.json
521,open,32,low_candidate,analysis,analysis; polynomials; probability,no,no,N/A,results/problems/analysis/problem_521.md,https://www.erdosproblems.com/521,medium_candidate,68,medium,archive/v1/reviews/problem_521.json
522,open,37,low_candidate,analysis,analysis; polynomials; probability,no,yes,N/A,results/problems/analysis/problem_522.md,https://www.erdosproblems.com/522,medium_candidate,58,medium,archive/v1/reviews/problem_522.json
524,open,35,low_candidate,analysis,analysis; probability; polynomials,no,no,N/A,results/problems/analysis/problem_524.md,https://www.erdosproblems.com/524,medium_candidate,56,medium,archive/v1/reviews/problem_524.json
528,open,28,low_candidate,geometry,geometry,no,no,A387897; A156816,results/problems/geometry/problem_528.md,https://www.erdosproblems.com/528,low_to_medium_candidate,32,high,archive/v1/reviews/problem_528.json
529,open,25,low_candidate,geometry,geometry; probability,no,no,N/A,results/problems/geometry/problem_529.md,https://www.erdosproblems.com/529,low_candidate,25,high,archive/v1/reviews/problem_529.json
530,open,27,low_candidate,number theory,number theory; sidon sets,no,no,A143824; possible,results/problems/number-theory/problem_530.md,https://www.erdosproblems.com/530,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_530.json
531,open,34,low_candidate,number theory,number theory; ramsey theory,no,no,possible,results/problems/number-theory/problem_531.md,https://www.erdosproblems.com/531,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_531.json
535,open,29,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_535.md,https://www.erdosproblems.com/535,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_535.json
536,open,23,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_536.md,https://www.erdosproblems.com/536,medium_candidate,58,medium,archive/v1/reviews/problem_536.json
538,open,21,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_538.md,https://www.erdosproblems.com/538,medium_candidate,58,medium,archive/v1/reviews/problem_538.json
539,open,29,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_539.md,https://www.erdosproblems.com/539,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_539.json
544,open,42,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A000791,results/problems/graph-theory/problem_544.md,https://www.erdosproblems.com/544,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_544.json
545,open,45,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A059442; possible,results/problems/graph-theory/problem_545.md,https://www.erdosproblems.com/545,high_candidate,82,medium,archive/v1/reviews/problem_545.json
547,decidable,76,high_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_547.md,https://www.erdosproblems.com/547,medium_candidate,64,medium,archive/v1/reviews/problem_547.json
548,falsifiable,65,medium_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_548.md,https://www.erdosproblems.com/548,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_548.json
550,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_550.md,https://www.erdosproblems.com/550,medium_candidate,56,medium,archive/v1/reviews/problem_550.json
551,decidable,77,high_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_551.md,https://www.erdosproblems.com/551,medium_candidate,68,medium,archive/v1/reviews/problem_551.json
552,open,39,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A006672,results/problems/graph-theory/problem_552.md,https://www.erdosproblems.com/552,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_552.json
554,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_554.md,https://www.erdosproblems.com/554,low_to_medium_candidate,30,high,archive/v1/reviews/problem_554.json
555,open,45,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A389313; possible,results/problems/graph-theory/problem_555.md,https://www.erdosproblems.com/555,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_555.json
556,decidable,81,high_candidate,graph theory,graph theory; ramsey theory,no,no,A389335,results/problems/graph-theory/problem_556.md,https://www.erdosproblems.com/556,medium_candidate,72,medium,archive/v1/reviews/problem_556.json
557,open,44,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_557.md,https://www.erdosproblems.com/557,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_557.json
558,open,44,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_558.md,https://www.erdosproblems.com/558,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_558.json
560,open,47,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_560.md,https://www.erdosproblems.com/560,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_560.json
561,open,50,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_561.md,https://www.erdosproblems.com/561,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_561.json
562,open,59,medium_candidate,graph theory,graph theory; ramsey theory; hypergraphs,no,yes,possible,results/problems/graph-theory/problem_562.md,https://www.erdosproblems.com/562,low_candidate,22,medium,archive/v1/reviews/problem_562.json
563,open,54,low_to_medium_candidate,graph theory,graph theory; ramsey theory; hypergraphs,no,no,N/A,results/problems/graph-theory/problem_563.md,https://www.erdosproblems.com/563,low_candidate,18,high,archive/v1/reviews/problem_563.json
564,open,57,medium_candidate,graph theory,graph theory; ramsey theory; hypergraphs,$500,yes,possible,results/problems/graph-theory/problem_564.md,https://www.erdosproblems.com/564,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_564.json
566,open,46,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,yes,N/A,results/problems/graph-theory/problem_566.md,https://www.erdosproblems.com/566,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_566.json
567,open,40,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,yes,N/A,results/problems/graph-theory/problem_567.md,https://www.erdosproblems.com/567,medium_candidate,55,medium,archive/v1/reviews/problem_567.json
568,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_568.md,https://www.erdosproblems.com/568,medium_candidate,63,medium,archive/v1/reviews/problem_568.json
569,open,44,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_569.md,https://www.erdosproblems.com/569,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_569.json
571,open,52,low_to_medium_candidate,graph theory,graph theory; turan number,no,no,N/A,results/problems/graph-theory/problem_571.md,https://www.erdosproblems.com/571,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_571.json
572,open,35,low_candidate,graph theory,graph theory; turan number,no,no,possible,results/problems/graph-theory/problem_572.md,https://www.erdosproblems.com/572,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_572.json
573,open,44,low_to_medium_candidate,graph theory,graph theory; turan number,no,no,A006856,results/problems/graph-theory/problem_573.md,https://www.erdosproblems.com/573,low_to_medium_candidate,36,medium,archive/v1/reviews/problem_573.json
575,open,41,low_to_medium_candidate,graph theory,graph theory; turan number,no,no,N/A,results/problems/graph-theory/problem_575.md,https://www.erdosproblems.com/575,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_575.json
576,open,32,low_candidate,graph theory,graph theory; turan number,no,no,possible,results/problems/graph-theory/problem_576.md,https://www.erdosproblems.com/576,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_576.json
579,open,35,low_candidate,graph theory,graph theory; turan number,no,no,N/A,results/problems/graph-theory/problem_579.md,https://www.erdosproblems.com/579,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_579.json
580,decidable,67,medium_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_580.md,https://www.erdosproblems.com/580,medium_candidate,68,medium,archive/v1/reviews/problem_580.json
583,falsifiable,62,medium_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_583.md,https://www.erdosproblems.com/583,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_583.json
584,open,35,low_candidate,graph theory,graph theory; cycles,no,no,N/A,results/problems/graph-theory/problem_584.md,https://www.erdosproblems.com/584,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_584.json
585,open,37,low_candidate,graph theory,graph theory; cycles,no,no,possible,results/problems/graph-theory/problem_585.md,https://www.erdosproblems.com/585,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_585.json
588,open,19,low_candidate,geometry,geometry,$100,no,possible,results/problems/geometry/problem_588.md,https://www.erdosproblems.com/588,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_588.json
589,open,15,low_candidate,geometry,geometry,no,no,possible,results/problems/geometry/problem_589.md,https://www.erdosproblems.com/589,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_589.json
592,open,31,low_candidate,set theory,set theory; ramsey theory,$1000,yes,N/A,results/problems/set-theory/problem_592.md,https://www.erdosproblems.com/592,low_candidate,28,medium,archive/v1/reviews/problem_592.json
593,open,47,low_to_medium_candidate,set theory,set theory; graph theory; hypergraphs; chromatic number,$500,no,N/A,results/problems/set-theory/problem_593.md,https://www.erdosproblems.com/593,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_593.json
595,open,40,low_to_medium_candidate,graph theory,graph theory; set theory,$250,yes,N/A,results/problems/graph-theory/problem_595.md,https://www.erdosproblems.com/595,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_595.json
596,open,44,low_to_medium_candidate,graph theory,graph theory; ramsey theory; set theory,no,no,N/A,results/problems/graph-theory/problem_596.md,https://www.erdosproblems.com/596,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_596.json
597,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory; set theory,no,no,N/A,results/problems/graph-theory/problem_597.md,https://www.erdosproblems.com/597,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_597.json
598,open,41,low_to_medium_candidate,set theory,set theory; ramsey theory,no,yes,N/A,results/problems/set-theory/problem_598.md,https://www.erdosproblems.com/598,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_598.json
600,open,34,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_600.md,https://www.erdosproblems.com/600,medium_candidate,58,medium,archive/v1/reviews/problem_600.json
601,open,33,low_candidate,graph theory,graph theory; set theory,$500,no,N/A,results/problems/graph-theory/problem_601.md,https://www.erdosproblems.com/601,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_601.json
602,open,47,low_to_medium_candidate,combinatorics,combinatorics; set theory,no,yes,N/A,results/problems/combinatorics/problem_602.md,https://www.erdosproblems.com/602,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_602.json
603,open,39,low_to_medium_candidate,combinatorics,combinatorics; set theory,no,no,N/A,results/problems/combinatorics/problem_603.md,https://www.erdosproblems.com/603,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_603.json
604,open,14,low_candidate,geometry,geometry; distances,$500,no,possible,results/problems/geometry/problem_604.md,https://www.erdosproblems.com/604,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_604.json
609,open,38,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,results/problems/graph-theory/problem_609.md,https://www.erdosproblems.com/609,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_609.json
610,open,31,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_610.md,https://www.erdosproblems.com/610,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_610.json
611,open,37,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_611.md,https://www.erdosproblems.com/611,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_611.json
612,open,33,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_612.md,https://www.erdosproblems.com/612,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_612.json
614,open,37,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_614.md,https://www.erdosproblems.com/614,medium_candidate,60,medium,archive/v1/reviews/problem_614.json
616,open,40,low_to_medium_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_616.md,https://www.erdosproblems.com/616,medium_candidate,63,medium,archive/v1/reviews/problem_616.json
617,falsifiable,70,high_candidate,graph theory,graph theory,no,yes,N/A,results/problems/graph-theory/problem_617.md,https://www.erdosproblems.com/617,medium_candidate,55,medium,archive/v1/reviews/problem_617.json
619,open,37,low_candidate,graph theory,graph theory,no,no,N/A,results/problems/graph-theory/problem_619.md,https://www.erdosproblems.com/619,low_to_medium_candidate,52,medium,archive/v1/reviews/problem_619.json
620,open,31,low_candidate,graph theory,graph theory,no,no,possible,results/problems/graph-theory/problem_620.md,https://www.erdosproblems.com/620,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_620.json
623,open,35,low_candidate,set theory,set theory,no,yes,N/A,results/problems/set-theory/problem_623.md,https://www.erdosproblems.com/623,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_623.json
624,open,36,low_candidate,combinatorics,combinatorics,no,yes,possible,results/problems/combinatorics/problem_624.md,https://www.erdosproblems.com/624,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_624.json
625,open,36,low_candidate,graph theory,graph theory; chromatic number,$1000,no,N/A,results/problems/graph-theory/problem_625.md,https://www.erdosproblems.com/625,medium_candidate,72,medium,archive/v1/reviews/problem_625.json
626,open,45,low_to_medium_candidate,graph theory,graph theory; chromatic number; cycles,no,no,possible,results/problems/graph-theory/problem_626.md,https://www.erdosproblems.com/626,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_626.json
627,open,41,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,possible,results/problems/graph-theory/problem_627.md,https://www.erdosproblems.com/627,low_to_medium_candidate,37,medium,archive/v1/reviews/problem_627.json
628,falsifiable,69,medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_628.md,https://www.erdosproblems.com/628,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_628.json
629,open,44,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,possible,results/problems/graph-theory/problem_629.md,https://www.erdosproblems.com/629,medium_candidate,58,medium,archive/v1/reviews/problem_629.json
634,open,26,low_candidate,geometry,geometry,$25,no,possible,results/problems/geometry/problem_634.md,https://www.erdosproblems.com/634,medium_candidate,58,medium,archive/v1/reviews/problem_634.json
635,open,27,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_635.md,https://www.erdosproblems.com/635,high_candidate,82,medium,archive/v1/reviews/problem_635.json
638,open,52,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_638.md,https://www.erdosproblems.com/638,medium_candidate,62,medium,archive/v1/reviews/problem_638.json
640,open,46,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_640.md,https://www.erdosproblems.com/640,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_640.json
642,open,38,low_to_medium_candidate,graph theory,graph theory; cycles,no,no,possible,results/problems/graph-theory/problem_642.md,https://www.erdosproblems.com/642,medium_candidate,62,medium,archive/v1/reviews/problem_642.json
643,open,38,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,possible,results/problems/graph-theory/problem_643.md,https://www.erdosproblems.com/643,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_643.json
644,open,31,low_candidate,combinatorics,combinatorics,no,no,possible,results/problems/combinatorics/problem_644.md,https://www.erdosproblems.com/644,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_644.json
647,verifiable,72,high_candidate,number theory,number theory,£25,yes,A062249; A087280,results/problems/number-theory/problem_647.md,https://www.erdosproblems.com/647,high_candidate,82,medium,archive/v1/reviews/problem_647.json
653,open,26,low_candidate,geometry,geometry; distances,no,yes,possible,results/problems/geometry/problem_653.md,https://www.erdosproblems.com/653,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_653.json
654,open,20,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_654.md,https://www.erdosproblems.com/654,medium_candidate,62,medium,archive/v1/reviews/problem_654.json
655,open,26,low_candidate,geometry,geometry; distances,no,yes,possible,results/problems/geometry/problem_655.md,https://www.erdosproblems.com/655,high_candidate,88,high,archive/v1/reviews/problem_655.json
657,open,21,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_657.md,https://www.erdosproblems.com/657,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_657.json
660,open,15,low_candidate,geometry,geometry; distances; convex,no,no,possible,results/problems/geometry/problem_660.md,https://www.erdosproblems.com/660,medium_candidate,58,medium,archive/v1/reviews/problem_660.json
661,open,18,low_candidate,geometry,geometry; distances,$50,no,possible,results/problems/geometry/problem_661.md,https://www.erdosproblems.com/661,medium_candidate,58,medium,archive/v1/reviews/problem_661.json
662,open,21,low_candidate,geometry,geometry; distances,no,no,N/A,results/problems/geometry/problem_662.md,https://www.erdosproblems.com/662,not_applicable_meta_mathematical,18,high,archive/v1/reviews/problem_662.json
663,open,22,low_candidate,number theory,number theory,no,no,A391668,results/problems/number-theory/problem_663.md,https://www.erdosproblems.com/663,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_663.json
665,open,23,low_candidate,combinatorics,combinatorics,no,no,N/A,results/problems/combinatorics/problem_665.md,https://www.erdosproblems.com/665,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_665.json
667,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,results/problems/graph-theory/problem_667.md,https://www.erdosproblems.com/667,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_667.json
668,open,30,low_candidate,geometry,geometry; distances,no,no,possible,results/problems/geometry/problem_668.md,https://www.erdosproblems.com/668,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_668.json
669,open,28,low_candidate,geometry,geometry,no,no,A003035; A006065; A008997; possible,results/problems/geometry/problem_669.md,https://www.erdosproblems.com/669,medium_candidate,55,medium,archive/v1/reviews/problem_669.json
670,open,24,low_candidate,geometry,geometry; distances,no,no,N/A,results/problems/geometry/problem_670.md,https://www.erdosproblems.com/670,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_670.json
671,open,22,low_candidate,analysis,analysis,$250,no,N/A,results/problems/analysis/problem_671.md,https://www.erdosproblems.com/671,medium_candidate,58,medium,archive/v1/reviews/problem_671.json
672,verifiable,60,medium_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_672.md,https://www.erdosproblems.com/672,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_672.json
675,open,12,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_675.md,https://www.erdosproblems.com/675,medium_candidate,57,medium,archive/v1/reviews/problem_675.json
676,open,28,low_candidate,number theory,number theory,no,no,A390181; in progress,results/problems/number-theory/problem_676.md,https://www.erdosproblems.com/676,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_676.json
677,open,35,low_candidate,number theory,number theory,no,yes,possible,results/problems/number-theory/problem_677.md,https://www.erdosproblems.com/677,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_677.json
679,open,20,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_679.md,https://www.erdosproblems.com/679,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_679.json
680,open,19,low_candidate,number theory,number theory; primes,no,yes,N/A,results/problems/number-theory/problem_680.md,https://www.erdosproblems.com/680,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_680.json
681,open,27,low_candidate,number theory,number theory; primes,no,yes,A389680,results/problems/number-theory/problem_681.md,https://www.erdosproblems.com/681,low_to_medium_candidate,48,medium,archive/v1/reviews/problem_681.json
683,open,34,low_candidate,number theory,number theory; primes; binomial coefficients,no,yes,A006530; A074399; A121359; possible,results/problems/number-theory/problem_683.md,https://www.erdosproblems.com/683,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_683.json
684,open,14,low_candidate,number theory,number theory; primes; binomial coefficients,no,no,A392019; possible,results/problems/number-theory/problem_684.md,https://www.erdosproblems.com/684,high_candidate,86,medium,archive/v1/reviews/problem_684.json
685,open,19,low_candidate,number theory,number theory; primes; binomial coefficients,no,no,N/A,results/problems/number-theory/problem_685.md,https://www.erdosproblems.com/685,low_to_medium_candidate,45,medium,archive/v1/reviews/problem_685.json
686,open,34,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_686.md,https://www.erdosproblems.com/686,medium_candidate,58,medium,archive/v1/reviews/problem_686.json
687,open,10,low_candidate,number theory,number theory,$1000,no,A048670; A058989,results/problems/number-theory/problem_687.md,https://www.erdosproblems.com/687,low_to_medium_candidate,34,medium,archive/v1/reviews/problem_687.json
688,open,20,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_688.md,https://www.erdosproblems.com/688,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_688.json
689,open,25,low_candidate,number theory,number theory,no,yes,N/A,results/problems/number-theory/problem_689.md,https://www.erdosproblems.com/689,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_689.json
691,open,25,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_691.md,https://www.erdosproblems.com/691,medium_candidate,58,medium,archive/v1/reviews/problem_691.json
693,open,22,low_candidate,number theory,number theory; divisors,no,no,A391118; possible,results/problems/number-theory/problem_693.md,https://www.erdosproblems.com/693,low_to_medium_candidate,44,medium,archive/v1/reviews/problem_693.json
695,open,32,low_candidate,number theory,number theory,no,yes,A061092,results/problems/number-theory/problem_695.md,https://www.erdosproblems.com/695,low_to_medium_candidate,36,medium,archive/v1/reviews/problem_695.json
699,falsifiable,63,medium_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,results/problems/number-theory/problem_699.md,https://www.erdosproblems.com/699,medium_candidate,68,medium,archive/v1/reviews/problem_699.json
700,open,26,low_candidate,number theory,number theory; binomial coefficients,no,no,A091963; possible,results/problems/number-theory/problem_700.md,https://www.erdosproblems.com/700,medium_candidate,58,medium,archive/v1/reviews/problem_700.json
701,open,39,low_to_medium_candidate,combinatorics,combinatorics; intersecting family,no,yes,N/A,results/problems/combinatorics/problem_701.md,https://www.erdosproblems.com/701,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_701.json
704,open,41,low_to_medium_candidate,graph theory,graph theory; geometry; chromatic number,no,no,N/A,results/problems/graph-theory/problem_704.md,https://www.erdosproblems.com/704,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_704.json
706,open,41,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,possible,results/problems/graph-theory/problem_706.md,https://www.erdosproblems.com/706,low_to_medium_candidate,40,medium,archive/v1/reviews/problem_706.json
708,open,16,low_candidate,number theory,number theory,$100,no,possible,results/problems/number-theory/problem_708.md,https://www.erdosproblems.com/708,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_708.json
709,open,21,low_candidate,number theory,number theory,no,no,possible,results/problems/number-theory/problem_709.md,https://www.erdosproblems.com/709,low_to_medium_candidate,44,medium,archive/v1/reviews/problem_709.json
710,open,17,low_candidate,number theory,number theory,₹2000,no,A390246,results/problems/number-theory/problem_710.md,https://www.erdosproblems.com/710,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_710.json
711,open,7,low_candidate,number theory,number theory,₹1000,no,possible,results/problems/number-theory/problem_711.md,https://www.erdosproblems.com/711,low_to_medium_candidate,43,medium,archive/v1/reviews/problem_711.json
712,open,38,low_to_medium_candidate,graph theory,graph theory; turan number; hypergraphs,$500,no,possible,results/problems/graph-theory/problem_712.md,https://www.erdosproblems.com/712,low_to_medium_candidate,34,high,archive/v1/reviews/problem_712.json
713,open,42,low_to_medium_candidate,graph theory,graph theory; turan number,$500,no,N/A,results/problems/graph-theory/problem_713.md,https://www.erdosproblems.com/713,low_candidate,22,medium,archive/v1/reviews/problem_713.json
714,open,35,low_candidate,graph theory,graph theory; turan number,no,no,possible,results/problems/graph-theory/problem_714.md,https://www.erdosproblems.com/714,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_714.json
719,open,44,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,possible,results/problems/graph-theory/problem_719.md,https://www.erdosproblems.com/719,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_719.json
723,falsifiable,67,medium_candidate,combinatorics,combinatorics,no,yes,N/A,results/problems/combinatorics/problem_723.md,https://www.erdosproblems.com/723,low_candidate,32,medium,archive/v1/reviews/problem_723.json
724,open,35,low_candidate,combinatorics,combinatorics,no,no,A001438,results/problems/combinatorics/problem_724.md,https://www.erdosproblems.com/724,low_to_medium_candidate,32,medium,archive/v1/reviews/problem_724.json
725,open,32,low_candidate,combinatorics,combinatorics,no,no,A001009,results/problems/combinatorics/problem_725.md,https://www.erdosproblems.com/725,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_725.json
726,open,27,low_candidate,number theory,number theory,no,no,N/A,results/problems/number-theory/problem_726.md,https://www.erdosproblems.com/726,low_to_medium_candidate,37,medium,archive/v1/reviews/problem_726.json
727,open,33,low_candidate,number theory,number theory; factorials,no,yes,A002503; A343507; A389396,results/problems/number-theory/problem_727.md,https://www.erdosproblems.com/727,low_to_medium_candidate,38,medium,archive/v1/reviews/problem_727.json
730,open,40,low_to_medium_candidate,number theory,number theory; binomial coefficients; base representations,no,yes,A129515,results/problems/number-theory/problem_730.md,https://www.erdosproblems.com/730,medium_candidate,56,medium,archive/v1/reviews/problem_730.json
731,open,34,low_candidate,number theory,number theory; binomial coefficients,no,no,A006197,results/problems/number-theory/problem_731.md,https://www.erdosproblems.com/731,medium_candidate,58,medium,archive/v1/reviews/problem_731.json
734,open,27,low_candidate,combinatorics,combinatorics,no,no,possible,results/problems/combinatorics/problem_734.md,https://www.erdosproblems.com/734,medium_candidate,66,medium,archive/v1/reviews/problem_734.json
736,not provable,31,not_applicable_meta_mathematical,graph theory,graph theory; chromatic number,no,no,N/A,results/problems/graph-theory/problem_736.md,https://www.erdosproblems.com/736,low_to_medium_candidate,42,medium,archive/v1/reviews/problem_736.json
