number,status,score,level,primary_category,tags,prize,formalized,oeis,problem_file,url
742,decidable,70,high_candidate,graph theory,graph theory,no,no,N/A,problems/graph-theory/problem_742.md,https://www.erdosproblems.com/742
743,falsifiable,59,medium_candidate,graph theory,graph theory,no,no,N/A,problems/graph-theory/problem_743.md,https://www.erdosproblems.com/743
749,open,30,low_candidate,additive combinatorics,additive combinatorics,no,yes,N/A,problems/additive-combinatorics/problem_749.md,https://www.erdosproblems.com/749
750,open,54,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,problems/graph-theory/problem_750.md,https://www.erdosproblems.com/750
757,open,28,low_candidate,geometry,geometry; distances; sidon sets,no,yes,possible,problems/geometry/problem_757.md,https://www.erdosproblems.com/757
761,open,47,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,problems/graph-theory/problem_761.md,https://www.erdosproblems.com/761
766,open,41,low_to_medium_candidate,graph theory,graph theory; turan number,no,no,possible,problems/graph-theory/problem_766.md,https://www.erdosproblems.com/766
768,open,22,low_candidate,number theory,number theory,no,no,A001034; A352287,problems/number-theory/problem_768.md,https://www.erdosproblems.com/768
769,open,15,low_candidate,number theory,number theory; geometry,no,no,possible,problems/number-theory/problem_769.md,https://www.erdosproblems.com/769
770,open,30,low_candidate,number theory,number theory,no,yes,A263647; possible,problems/number-theory/problem_770.md,https://www.erdosproblems.com/770
773,open,18,low_candidate,number theory,number theory; sidon sets; squares,no,no,A390813,problems/number-theory/problem_773.md,https://www.erdosproblems.com/773
774,open,29,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_774.md,https://www.erdosproblems.com/774
776,open,28,low_candidate,combinatorics,combinatorics,no,no,possible,problems/combinatorics/problem_776.md,https://www.erdosproblems.com/776
778,open,37,low_candidate,graph theory,graph theory,no,no,N/A,problems/graph-theory/problem_778.md,https://www.erdosproblems.com/778
779,falsifiable,46,low_to_medium_candidate,number theory,number theory; primes,no,yes,A005235,problems/number-theory/problem_779.md,https://www.erdosproblems.com/779
782,open,26,low_candidate,number theory,number theory,no,no,N/A,problems/number-theory/problem_782.md,https://www.erdosproblems.com/782
786,open,32,low_candidate,number theory,number theory,no,yes,A143301; possible,problems/number-theory/problem_786.md,https://www.erdosproblems.com/786
787,open,20,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,problems/additive-combinatorics/problem_787.md,https://www.erdosproblems.com/787
788,open,23,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,problems/additive-combinatorics/problem_788.md,https://www.erdosproblems.com/788
789,open,26,low_candidate,additive combinatorics,additive combinatorics,no,yes,possible,problems/additive-combinatorics/problem_789.md,https://www.erdosproblems.com/789
790,open,23,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,problems/additive-combinatorics/problem_790.md,https://www.erdosproblems.com/790
791,open,33,low_candidate,additive combinatorics,additive combinatorics,no,no,A066063,problems/additive-combinatorics/problem_791.md,https://www.erdosproblems.com/791
792,open,24,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,problems/additive-combinatorics/problem_792.md,https://www.erdosproblems.com/792
793,open,20,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_793.md,https://www.erdosproblems.com/793
796,open,18,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_796.md,https://www.erdosproblems.com/796
802,open,37,low_candidate,graph theory,graph theory,no,no,N/A,problems/graph-theory/problem_802.md,https://www.erdosproblems.com/802
805,open,38,low_to_medium_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_805.md,https://www.erdosproblems.com/805
809,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,problems/graph-theory/problem_809.md,https://www.erdosproblems.com/809
810,open,43,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,problems/graph-theory/problem_810.md,https://www.erdosproblems.com/810
811,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,possible,problems/graph-theory/problem_811.md,https://www.erdosproblems.com/811
812,open,38,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,yes,A059442,problems/graph-theory/problem_812.md,https://www.erdosproblems.com/812
813,open,28,low_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_813.md,https://www.erdosproblems.com/813
817,open,26,low_candidate,additive combinatorics,additive combinatorics,no,yes,possible,problems/additive-combinatorics/problem_817.md,https://www.erdosproblems.com/817
819,open,24,low_candidate,additive combinatorics,additive combinatorics,no,no,possible,problems/additive-combinatorics/problem_819.md,https://www.erdosproblems.com/819
820,open,31,low_candidate,number theory,number theory,no,no,A263647,problems/number-theory/problem_820.md,https://www.erdosproblems.com/820
821,open,19,low_candidate,number theory,number theory,no,no,A014197,problems/number-theory/problem_821.md,https://www.erdosproblems.com/821
824,open,21,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_824.md,https://www.erdosproblems.com/824
826,open,32,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_826.md,https://www.erdosproblems.com/826
827,open,24,low_candidate,geometry,geometry,no,no,possible,problems/geometry/problem_827.md,https://www.erdosproblems.com/827
828,open,32,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_828.md,https://www.erdosproblems.com/828
829,open,18,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_829.md,https://www.erdosproblems.com/829
830,open,36,low_candidate,number theory,number theory,no,yes,A259180,problems/number-theory/problem_830.md,https://www.erdosproblems.com/830
831,open,27,low_candidate,geometry,geometry,no,no,possible,problems/geometry/problem_831.md,https://www.erdosproblems.com/831
835,verifiable,79,high_candidate,graph theory,graph theory; hypergraphs,no,yes,N/A,problems/graph-theory/problem_835.md,https://www.erdosproblems.com/835
836,open,50,low_to_medium_candidate,graph theory,graph theory; hypergraphs; chromatic number,no,no,N/A,problems/graph-theory/problem_836.md,https://www.erdosproblems.com/836
837,open,41,low_to_medium_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,problems/graph-theory/problem_837.md,https://www.erdosproblems.com/837
838,open,26,low_candidate,geometry,geometry; convex,no,no,possible,problems/geometry/problem_838.md,https://www.erdosproblems.com/838
839,open,17,low_candidate,number theory,number theory,no,no,N/A,problems/number-theory/problem_839.md,https://www.erdosproblems.com/839
840,open,21,low_candidate,additive combinatorics,additive combinatorics; sidon sets,no,no,N/A,problems/additive-combinatorics/problem_840.md,https://www.erdosproblems.com/840
848,decidable,59,medium_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_848.md,https://www.erdosproblems.com/848
849,open,37,low_candidate,number theory,number theory; binomial coefficients,no,yes,A003016; A003015; A059233; A098565; A090162; A180058; A182237,problems/number-theory/problem_849.md,https://www.erdosproblems.com/849
850,open,30,low_candidate,number theory,number theory; primes,no,yes,A343101,problems/number-theory/problem_850.md,https://www.erdosproblems.com/850
852,open,22,low_candidate,number theory,number theory; primes,no,no,A001223; A053597; A078515,problems/number-theory/problem_852.md,https://www.erdosproblems.com/852
853,open,30,low_candidate,number theory,number theory; primes,no,yes,A001223; A390769,problems/number-theory/problem_853.md,https://www.erdosproblems.com/853
854,open,28,low_candidate,number theory,number theory,no,no,A389839; A048670,problems/number-theory/problem_854.md,https://www.erdosproblems.com/854
855,open,27,low_candidate,number theory,number theory; primes,no,yes,A023193,problems/number-theory/problem_855.md,https://www.erdosproblems.com/855
856,open,9,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_856.md,https://www.erdosproblems.com/856
857,open,35,low_candidate,combinatorics,combinatorics,no,yes,possible,problems/combinatorics/problem_857.md,https://www.erdosproblems.com/857
859,open,26,low_candidate,number theory,number theory; divisors,no,yes,N/A,problems/number-theory/problem_859.md,https://www.erdosproblems.com/859
860,open,19,low_candidate,number theory,number theory; primes,no,no,A048670; A058989,problems/number-theory/problem_860.md,https://www.erdosproblems.com/860
864,open,22,low_candidate,number theory,number theory; sidon sets; additive combinatorics,no,no,A389182,problems/number-theory/problem_864.md,https://www.erdosproblems.com/864
865,open,26,low_candidate,number theory,number theory; additive combinatorics,no,yes,possible,problems/number-theory/problem_865.md,https://www.erdosproblems.com/865
866,open,15,low_candidate,number theory,number theory; additive combinatorics,no,no,possible,problems/number-theory/problem_866.md,https://www.erdosproblems.com/866
870,open,30,low_candidate,number theory,number theory; additive basis,no,no,N/A,problems/number-theory/problem_870.md,https://www.erdosproblems.com/870
872,open,12,low_candidate,number theory,number theory; primitive sets,no,no,possible,problems/number-theory/problem_872.md,https://www.erdosproblems.com/872
873,open,29,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_873.md,https://www.erdosproblems.com/873
875,open,32,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,problems/additive-combinatorics/problem_875.md,https://www.erdosproblems.com/875
876,open,17,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,problems/additive-combinatorics/problem_876.md,https://www.erdosproblems.com/876
878,open,15,low_candidate,number theory,number theory,no,no,A339378; possible,problems/number-theory/problem_878.md,https://www.erdosproblems.com/878
879,open,19,low_candidate,number theory,number theory,no,no,A186736,problems/number-theory/problem_879.md,https://www.erdosproblems.com/879
881,open,39,low_to_medium_candidate,number theory,number theory; additive basis,no,yes,N/A,problems/number-theory/problem_881.md,https://www.erdosproblems.com/881
883,open,25,low_candidate,number theory,number theory; graph theory,no,no,N/A,problems/number-theory/problem_883.md,https://www.erdosproblems.com/883
885,open,29,low_candidate,number theory,number theory; divisors,no,yes,N/A,problems/number-theory/problem_885.md,https://www.erdosproblems.com/885
886,open,29,low_candidate,number theory,number theory; divisors,no,yes,N/A,problems/number-theory/problem_886.md,https://www.erdosproblems.com/886
887,open,31,low_candidate,number theory,number theory; divisors,no,yes,N/A,problems/number-theory/problem_887.md,https://www.erdosproblems.com/887
888,open,24,low_candidate,number theory,number theory; squares,no,yes,A387584,problems/number-theory/problem_888.md,https://www.erdosproblems.com/888
889,open,26,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_889.md,https://www.erdosproblems.com/889
890,open,20,low_candidate,number theory,number theory; primes,no,yes,N/A,problems/number-theory/problem_890.md,https://www.erdosproblems.com/890
891,open,26,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_891.md,https://www.erdosproblems.com/891
892,open,22,low_candidate,number theory,number theory; primitive sets,no,no,N/A,problems/number-theory/problem_892.md,https://www.erdosproblems.com/892
893,open,30,low_candidate,number theory,number theory; divisors,no,yes,A046801; possible,problems/number-theory/problem_893.md,https://www.erdosproblems.com/893
901,open,38,low_to_medium_candidate,combinatorics,combinatorics; hypergraphs,no,no,possible,problems/combinatorics/problem_901.md,https://www.erdosproblems.com/901
902,open,38,low_to_medium_candidate,graph theory,graph theory,no,no,A362137,problems/graph-theory/problem_902.md,https://www.erdosproblems.com/902
906,open,37,low_candidate,analysis,analysis; iterated functions,no,yes,N/A,problems/analysis/problem_906.md,https://www.erdosproblems.com/906
911,open,43,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,N/A,problems/graph-theory/problem_911.md,https://www.erdosproblems.com/911
912,open,27,low_candidate,number theory,number theory; factorials,no,yes,A071626,problems/number-theory/problem_912.md,https://www.erdosproblems.com/912
913,open,33,low_candidate,number theory,number theory,no,yes,A359747,problems/number-theory/problem_913.md,https://www.erdosproblems.com/913
917,open,43,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,problems/graph-theory/problem_917.md,https://www.erdosproblems.com/917
918,open,54,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,problems/graph-theory/problem_918.md,https://www.erdosproblems.com/918
919,open,48,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,N/A,problems/graph-theory/problem_919.md,https://www.erdosproblems.com/919
920,open,43,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,possible,problems/graph-theory/problem_920.md,https://www.erdosproblems.com/920
928,open,25,low_candidate,number theory,number theory,no,no,A006530,problems/number-theory/problem_928.md,https://www.erdosproblems.com/928
929,open,12,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_929.md,https://www.erdosproblems.com/929
930,open,34,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_930.md,https://www.erdosproblems.com/930
931,open,40,low_to_medium_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_931.md,https://www.erdosproblems.com/931
932,open,33,low_candidate,number theory,number theory,no,yes,A387864,problems/number-theory/problem_932.md,https://www.erdosproblems.com/932
933,open,24,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_933.md,https://www.erdosproblems.com/933
934,open,34,low_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_934.md,https://www.erdosproblems.com/934
935,open,27,low_candidate,number theory,number theory,no,no,A057521; A389244; possible,problems/number-theory/problem_935.md,https://www.erdosproblems.com/935
936,open,42,low_to_medium_candidate,number theory,number theory,no,yes,A146968; possible,problems/number-theory/problem_936.md,https://www.erdosproblems.com/936
938,open,42,low_to_medium_candidate,number theory,number theory,no,yes,A001694; possible,problems/number-theory/problem_938.md,https://www.erdosproblems.com/938
939,open,34,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_939.md,https://www.erdosproblems.com/939
940,open,29,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_940.md,https://www.erdosproblems.com/940
942,open,25,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_942.md,https://www.erdosproblems.com/942
943,open,29,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_943.md,https://www.erdosproblems.com/943
944,open,45,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,N/A,problems/graph-theory/problem_944.md,https://www.erdosproblems.com/944
945,open,23,low_candidate,number theory,number theory; divisors,no,yes,possible; A048892,problems/number-theory/problem_945.md,https://www.erdosproblems.com/945
948,open,39,low_to_medium_candidate,number theory,number theory; ramsey theory,no,no,N/A,problems/number-theory/problem_948.md,https://www.erdosproblems.com/948
949,open,39,low_to_medium_candidate,ramsey theory,ramsey theory,no,yes,N/A,problems/ramsey-theory/problem_949.md,https://www.erdosproblems.com/949
950,open,6,low_candidate,number theory,number theory; primes,no,no,N/A,problems/number-theory/problem_950.md,https://www.erdosproblems.com/950
951,open,31,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_951.md,https://www.erdosproblems.com/951
952,open,28,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_952.md,https://www.erdosproblems.com/952
953,open,18,low_candidate,geometry,geometry; distances,no,no,N/A,problems/geometry/problem_953.md,https://www.erdosproblems.com/953
954,open,30,low_candidate,number theory,number theory,no,no,A390642,problems/number-theory/problem_954.md,https://www.erdosproblems.com/954
955,open,12,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_955.md,https://www.erdosproblems.com/955
956,open,15,low_candidate,geometry,geometry; distances; convex,no,no,possible,problems/geometry/problem_956.md,https://www.erdosproblems.com/956
959,open,21,low_candidate,geometry,geometry; distances,no,no,N/A,problems/geometry/problem_959.md,https://www.erdosproblems.com/959
961,open,27,low_candidate,number theory,number theory,no,yes,A213253,problems/number-theory/problem_961.md,https://www.erdosproblems.com/961
962,open,27,low_candidate,number theory,number theory,no,yes,A327909,problems/number-theory/problem_962.md,https://www.erdosproblems.com/962
963,open,27,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_963.md,https://www.erdosproblems.com/963
968,open,30,low_candidate,number theory,number theory,no,yes,A387591,problems/number-theory/problem_968.md,https://www.erdosproblems.com/968
969,open,16,low_candidate,number theory,number theory,no,no,A013928,problems/number-theory/problem_969.md,https://www.erdosproblems.com/969
970,open,22,low_candidate,number theory,number theory,no,no,A048669,problems/number-theory/problem_970.md,https://www.erdosproblems.com/970
971,open,32,low_candidate,number theory,number theory,no,yes,A226521,problems/number-theory/problem_971.md,https://www.erdosproblems.com/971
972,open,29,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_972.md,https://www.erdosproblems.com/972
973,open,28,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_973.md,https://www.erdosproblems.com/973
975,open,20,low_candidate,number theory,number theory; divisors,no,yes,A147807; possible,problems/number-theory/problem_975.md,https://www.erdosproblems.com/975
976,open,21,low_candidate,number theory,number theory,no,no,N/A,problems/number-theory/problem_976.md,https://www.erdosproblems.com/976
978,open,23,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_978.md,https://www.erdosproblems.com/978
979,open,30,low_candidate,number theory,number theory,no,yes,A385316; possible,problems/number-theory/problem_979.md,https://www.erdosproblems.com/979
982,falsifiable,52,low_to_medium_candidate,geometry,geometry; convex; distances,no,yes,A004526,problems/geometry/problem_982.md,https://www.erdosproblems.com/982
983,open,18,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_983.md,https://www.erdosproblems.com/983
985,open,33,low_candidate,number theory,number theory,no,yes,A002233; A219429; A103309; possible,problems/number-theory/problem_985.md,https://www.erdosproblems.com/985
986,open,39,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A000791; A059442,problems/graph-theory/problem_986.md,https://www.erdosproblems.com/986
993,falsifiable,62,medium_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_993.md,https://www.erdosproblems.com/993
995,open,27,low_candidate,analysis,analysis; discrepancy,no,no,N/A,problems/analysis/problem_995.md,https://www.erdosproblems.com/995
996,open,31,low_candidate,analysis,analysis,no,yes,N/A,problems/analysis/problem_996.md,https://www.erdosproblems.com/996
1002,open,31,low_candidate,analysis,analysis; diophantine approximation,no,yes,N/A,problems/analysis/problem_1002.md,https://www.erdosproblems.com/1002
1003,open,39,low_to_medium_candidate,number theory,number theory,no,yes,A001274,problems/number-theory/problem_1003.md,https://www.erdosproblems.com/1003
1004,open,31,low_candidate,number theory,number theory,no,yes,possible,problems/number-theory/problem_1004.md,https://www.erdosproblems.com/1004
1005,open,24,low_candidate,number theory,number theory,no,no,A386893,problems/number-theory/problem_1005.md,https://www.erdosproblems.com/1005
1011,open,34,low_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_1011.md,https://www.erdosproblems.com/1011
1013,open,37,low_candidate,graph theory,graph theory,no,no,A292528,problems/graph-theory/problem_1013.md,https://www.erdosproblems.com/1013
1016,open,42,low_to_medium_candidate,graph theory,graph theory; cycles,no,no,A105206,problems/graph-theory/problem_1016.md,https://www.erdosproblems.com/1016
1017,open,39,low_to_medium_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_1017.md,https://www.erdosproblems.com/1017
1020,falsifiable,72,high_candidate,graph theory,graph theory; hypergraphs,no,no,N/A,problems/graph-theory/problem_1020.md,https://www.erdosproblems.com/1020
1029,open,41,low_to_medium_candidate,graph theory,graph theory; ramsey theory,$100,no,A059442,problems/graph-theory/problem_1029.md,https://www.erdosproblems.com/1029
1030,open,45,low_to_medium_candidate,graph theory,graph theory; ramsey theory,no,no,A000791; A059442,problems/graph-theory/problem_1030.md,https://www.erdosproblems.com/1030
1032,open,39,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,no,possible,problems/graph-theory/problem_1032.md,https://www.erdosproblems.com/1032
1033,open,36,low_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_1033.md,https://www.erdosproblems.com/1033
1035,open,39,low_to_medium_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_1035.md,https://www.erdosproblems.com/1035
1038,open,29,low_candidate,analysis,analysis,no,yes,N/A,problems/analysis/problem_1038.md,https://www.erdosproblems.com/1038
1039,open,21,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_1039.md,https://www.erdosproblems.com/1039
1040,open,24,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_1040.md,https://www.erdosproblems.com/1040
1041,falsifiable,57,medium_candidate,analysis,analysis,no,yes,N/A,problems/analysis/problem_1041.md,https://www.erdosproblems.com/1041
1045,open,24,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_1045.md,https://www.erdosproblems.com/1045
1049,open,32,low_candidate,irrationality,irrationality,no,yes,N/A,problems/irrationality/problem_1049.md,https://www.erdosproblems.com/1049
1052,open,39,low_to_medium_candidate,number theory,number theory,$10,yes,A002827,problems/number-theory/problem_1052.md,https://www.erdosproblems.com/1052
1053,open,34,low_candidate,number theory,number theory,no,no,A007539,problems/number-theory/problem_1053.md,https://www.erdosproblems.com/1053
1054,open,21,low_candidate,number theory,number theory; divisors,no,yes,A167485,problems/number-theory/problem_1054.md,https://www.erdosproblems.com/1054
1055,open,27,low_candidate,number theory,number theory; primes,no,yes,A005113,problems/number-theory/problem_1055.md,https://www.erdosproblems.com/1055
1056,open,32,low_candidate,number theory,number theory,no,yes,A060427,problems/number-theory/problem_1056.md,https://www.erdosproblems.com/1056
1057,open,22,low_candidate,number theory,number theory,no,no,A006931,problems/number-theory/problem_1057.md,https://www.erdosproblems.com/1057
1059,open,30,low_candidate,number theory,number theory; primes,no,yes,A064152,problems/number-theory/problem_1059.md,https://www.erdosproblems.com/1059
1060,open,33,low_candidate,number theory,number theory,no,yes,A327153,problems/number-theory/problem_1060.md,https://www.erdosproblems.com/1060
1061,open,36,low_candidate,number theory,number theory,no,yes,A110177; possible,problems/number-theory/problem_1061.md,https://www.erdosproblems.com/1061
1062,open,36,low_candidate,number theory,number theory,no,yes,A038372,problems/number-theory/problem_1062.md,https://www.erdosproblems.com/1062
1063,open,33,low_candidate,number theory,number theory,no,yes,A389360,problems/number-theory/problem_1063.md,https://www.erdosproblems.com/1063
1065,open,33,low_candidate,number theory,number theory,no,yes,A074781; A339465,problems/number-theory/problem_1065.md,https://www.erdosproblems.com/1065
1066,open,39,low_to_medium_candidate,graph theory,graph theory; planar graphs,no,no,possible,problems/graph-theory/problem_1066.md,https://www.erdosproblems.com/1066
1068,open,51,low_to_medium_candidate,graph theory,graph theory; set theory; chromatic number,no,yes,N/A,problems/graph-theory/problem_1068.md,https://www.erdosproblems.com/1068
1070,open,30,low_candidate,geometry,geometry,no,no,possible,problems/geometry/problem_1070.md,https://www.erdosproblems.com/1070
1072,open,33,low_candidate,number theory,number theory,no,yes,A073944; A072937; A154554,problems/number-theory/problem_1072.md,https://www.erdosproblems.com/1072
1073,open,30,low_candidate,number theory,number theory,no,yes,A256519,problems/number-theory/problem_1073.md,https://www.erdosproblems.com/1073
1074,open,30,low_candidate,number theory,number theory,no,yes,A063980; A064164,problems/number-theory/problem_1074.md,https://www.erdosproblems.com/1074
1075,open,37,low_candidate,hypergraphs,hypergraphs,no,no,N/A,problems/hypergraphs/problem_1075.md,https://www.erdosproblems.com/1075
1082,falsifiable,53,low_to_medium_candidate,geometry,geometry; distances,no,yes,possible,problems/geometry/problem_1082.md,https://www.erdosproblems.com/1082
1083,open,17,low_candidate,geometry,geometry; distances,no,no,possible,problems/geometry/problem_1083.md,https://www.erdosproblems.com/1083
1084,open,30,low_candidate,geometry,geometry; distances,no,yes,A045945; possible,problems/geometry/problem_1084.md,https://www.erdosproblems.com/1084
1085,open,28,low_candidate,geometry,geometry; distances,no,yes,possible,problems/geometry/problem_1085.md,https://www.erdosproblems.com/1085
1086,open,21,low_candidate,geometry,geometry; distances,no,no,possible,problems/geometry/problem_1086.md,https://www.erdosproblems.com/1086
1087,open,18,low_candidate,geometry,geometry; distances,no,no,possible,problems/geometry/problem_1087.md,https://www.erdosproblems.com/1087
1088,open,24,low_candidate,geometry,geometry,no,no,possible,problems/geometry/problem_1088.md,https://www.erdosproblems.com/1088
1093,open,30,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,problems/number-theory/problem_1093.md,https://www.erdosproblems.com/1093
1094,open,36,low_candidate,number theory,number theory; binomial coefficients,no,yes,N/A,problems/number-theory/problem_1094.md,https://www.erdosproblems.com/1094
1095,open,22,low_candidate,number theory,number theory; binomial coefficients,no,yes,A003458,problems/number-theory/problem_1095.md,https://www.erdosproblems.com/1095
1097,open,30,low_candidate,number theory,number theory; additive combinatorics,no,yes,N/A,problems/number-theory/problem_1097.md,https://www.erdosproblems.com/1097
1100,open,22,low_candidate,number theory,number theory; divisors,no,no,A325864; possible,problems/number-theory/problem_1100.md,https://www.erdosproblems.com/1100
1101,open,22,low_candidate,number theory,number theory,no,yes,N/A,problems/number-theory/problem_1101.md,https://www.erdosproblems.com/1101
1103,open,28,low_candidate,number theory,number theory,no,no,A392164,problems/number-theory/problem_1103.md,https://www.erdosproblems.com/1103
1104,open,49,low_to_medium_candidate,graph theory,graph theory; chromatic number,no,yes,A292528,problems/graph-theory/problem_1104.md,https://www.erdosproblems.com/1104
1106,open,21,low_candidate,number theory,number theory,no,yes,A194259; A194260,problems/number-theory/problem_1106.md,https://www.erdosproblems.com/1106
1107,open,33,low_candidate,number theory,number theory; powerful,no,yes,A056828; A392342; A392343; possible,problems/number-theory/problem_1107.md,https://www.erdosproblems.com/1107
1108,open,33,low_candidate,number theory,number theory; factorials,no,yes,A051761; A115645; A025494,problems/number-theory/problem_1108.md,https://www.erdosproblems.com/1108
1109,open,25,low_candidate,number theory,number theory,no,no,A392164; A392165,problems/number-theory/problem_1109.md,https://www.erdosproblems.com/1109
1110,open,24,low_candidate,number theory,number theory,no,no,possible,problems/number-theory/problem_1110.md,https://www.erdosproblems.com/1110
1111,open,40,low_to_medium_candidate,graph theory,graph theory,no,no,possible,problems/graph-theory/problem_1111.md,https://www.erdosproblems.com/1111
1112,open,26,low_candidate,additive combinatorics,additive combinatorics,no,no,N/A,problems/additive-combinatorics/problem_1112.md,https://www.erdosproblems.com/1112
1113,open,39,low_to_medium_candidate,number theory,number theory; covering systems,no,yes,A076336,problems/number-theory/problem_1113.md,https://www.erdosproblems.com/1113
1117,open,24,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_1117.md,https://www.erdosproblems.com/1117
1119,independent,9,not_applicable_meta_mathematical,analysis,analysis; set theory,no,no,N/A,problems/analysis/problem_1119.md,https://www.erdosproblems.com/1119
1120,open,27,low_candidate,analysis,analysis,no,no,N/A,problems/analysis/problem_1120.md,https://www.erdosproblems.com/1120
1122,open,21,low_candidate,number theory,number theory,no,no,N/A,problems/number-theory/problem_1122.md,https://www.erdosproblems.com/1122
1123,independent,10,not_applicable_meta_mathematical,algebra,algebra,$100,no,N/A,problems/algebra/problem_1123.md,https://www.erdosproblems.com/1123
1127,independent,9,not_applicable_meta_mathematical,geometry,geometry; distances; set theory,no,no,N/A,problems/geometry/problem_1127.md,https://www.erdosproblems.com/1127
1131,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,problems/analysis/problem_1131.md,https://www.erdosproblems.com/1131
1132,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,problems/analysis/problem_1132.md,https://www.erdosproblems.com/1132
1133,open,28,low_candidate,analysis,analysis; polynomials,no,no,N/A,problems/analysis/problem_1133.md,https://www.erdosproblems.com/1133
1135,open,34,low_candidate,number theory,number theory,$500,yes,A006370; A008908,problems/number-theory/problem_1135.md,https://www.erdosproblems.com/1135
1137,open,30,low_candidate,number theory,number theory; primes,no,yes,A083550; A005250,problems/number-theory/problem_1137.md,https://www.erdosproblems.com/1137
1139,open,23,low_candidate,number theory,number theory; primes,no,yes,possible,problems/number-theory/problem_1139.md,https://www.erdosproblems.com/1139
1142,open,30,low_candidate,number theory,number theory; primes,no,yes,A039669,problems/number-theory/problem_1142.md,https://www.erdosproblems.com/1142
1143,open,20,low_candidate,number theory,number theory; primes,no,no,N/A,problems/number-theory/problem_1143.md,https://www.erdosproblems.com/1143
1144,open,19,low_candidate,number theory,number theory; probability,no,no,N/A,problems/number-theory/problem_1144.md,https://www.erdosproblems.com/1144
1145,open,30,low_candidate,additive combinatorics,additive combinatorics; additive basis,no,yes,N/A,problems/additive-combinatorics/problem_1145.md,https://www.erdosproblems.com/1145
